learning_object,question_text,suggested_solution,difficulty
LO-00018,Giải bất phương trình \(x^2 - 3x - 4 < 0\).,"Đây là bất phương trình bậc hai. Ta tìm nghiệm và áp dụng quy tắc ""trong trái, ngoài cùng"".  **Lời giải:** - Bước 1: Giải phương trình \(x^2 - 3x - 4 = 0\).   Ta thấy \(a - b + c = 1 - (-3) + (-4) = 0\), nên phương trình có hai nghiệm là \(x_1 = -1\) và \(x_2 = -c/a = 4\). - Bước 2: Lập trục xét dấu. Hệ số \(a = 1 > 0\). - Bước 3: Áp dụng quy tắc ""trong trái, ngoài cùng"".   Trong khoảng hai nghiệm \((-1; 4)\), biểu thức \(x^2 - 3x - 4\) trái dấu với \(a\), tức là mang dấu âm. - Bước 4: Kết luận.   Bất phương trình yêu cầu vế trái nhỏ hơn 0, do đó nghiệm là \(-1 < x < 4\).  Vậy tập nghiệm là \(S = (-1; 4)\).",Vận dụng
LO-00018,Giải bất phương trình \(|x+1| > 5\).,Ta áp dụng quy tắc giải bất phương trình \(|A| > B\) (với \(B > 0\)) tương đương với \(A > B\) hoặc \(A < -B\).  **Lời giải:** - Bước 1: Áp dụng quy tắc:   \(|x+1| > 5 \Leftrightarrow \) \(x+1 > 5\) hoặc \(x+1 < -5\). - Bước 2: Giải hai bất phương trình.   + \(x+1 > 5 \Leftrightarrow x > 4\)   + \(x+1 < -5 \Leftrightarrow x < -6\) - Bước 3: Kết hợp nghiệm.   Nghiệm của bất phương trình là hợp của hai trường hợp trên.  Vậy tập nghiệm là \(S = (-\infty; -6) \cup (4; +\infty)\).,Vận dụng
LO-00018,Tìm tất cả các giá trị của tham số \(m\) để bất phương trình \(x^2 - 2x + m \ge 0\) nghiệm đúng với mọi \(x \in \mathbb{R}\).,"Để một tam thức bậc hai \(ax^2+bx+c\) luôn không âm (\(\ge 0\)) với mọi \(x\), ta cần hai điều kiện: hệ số \(a > 0\) và biệt thức \(\Delta \le 0\).  **Lời giải:** - Bước 1: Xác định các hệ số và điều kiện.   Tam thức \(f(x) = x^2 - 2x + m\) có hệ số \(a = 1 > 0\) (luôn thỏa mãn).   Để \(f(x) \ge 0\) với mọi \(x\), ta cần \(\Delta' \le 0\). - Bước 2: Tính \(\Delta'\) và lập bất phương trình.   Ta có \(b' = -1\).   \(\Delta' = (b')^2 - ac = (-1)^2 - 1 \cdot m = 1 - m\). - Bước 3: Giải bất phương trình \(\Delta' \le 0\).   \(1 - m \le 0\)   \(\Leftrightarrow m \ge 1\)  Vậy các giá trị cần tìm của \(m\) là \(m \ge 1\).",Vận dụng cao
LO-00018,Giải bất phương trình \(\frac{1}{x-1} < \frac{2}{x+2}\).,"Đây là bất phương trình thương. Ta không được nhân chéo vì chưa biết dấu của các mẫu thức. Ta phải chuyển vế và quy đồng.  **Lời giải:** - Bước 1: Chuyển vế và tìm ĐKXĐ.   ĐKXĐ: \(x \ne 1, x \ne -2\).   \(\frac{1}{x-1} - \frac{2}{x+2} < 0\) - Bước 2: Quy đồng mẫu số.   \(\frac{(x+2) - 2(x-1)}{(x-1)(x+2)} < 0\)   \(\Leftrightarrow \frac{x+2 - 2x+2}{(x-1)(x+2)} < 0\)   \(\Leftrightarrow \frac{-x+4}{(x-1)(x+2)} < 0\) - Bước 3: Lập bảng xét dấu.   Nghiệm của các nhị thức là: \(x=4, x=1, x=-2\). | x | -∞ | | -2 | | 1 | | 4 | | +∞ | |---|---|---|---|---|---|---|---|---| | -x+4 | | + | | + | | + | 0 | - | | x-1 | | - | | - | 0 | + | | + | | x+2 | | - | 0 | + | | + | | + | | VT | | + | || | - | || | + | 0 | - |  - Bước 4: Kết luận.   Dựa vào bảng xét dấu, vế trái (VT) nhỏ hơn 0 khi \(-2 < x < 1\) hoặc \(x > 4\).  Vậy tập nghiệm là \(S = (-2; 1) \cup (4; +\infty)\).",Vận dụng cao
LO-00019,"An có 200 nghìn đồng. An muốn mua một cây bút giá 20 nghìn đồng và một số quyển vở, mỗi quyển giá 15 nghìn đồng. Gọi \(x\) là số quyển vở An có thể mua. Hãy lập bất phương trình biểu diễn số vở An có thể mua.",Ta cần lập bất phương trình dựa trên tổng số tiền An có.  **Lời giải:** - Bước 1: Tính tổng số tiền mua \(x\) quyển vở: \(15x\) (nghìn đồng). - Bước 2: Tính tổng số tiền An phải trả khi mua bút và vở: \(15x + 20\) (nghìn đồng). - Bước 3: Lập bất phương trình. Tổng số tiền phải trả không được vượt quá số tiền An có.   \(15x + 20 \le 200\).,Nhận biết
LO-00019,"Điểm 3 bài kiểm tra Toán của Bình là 7, 8, 9. Để điểm trung bình cả 4 bài (hệ số bằng nhau) đạt từ 8.0 trở lên, điểm bài kiểm tra cuối cùng (gọi là \(x\)) phải thỏa mãn bất phương trình nào?","Ta cần lập biểu thức tính điểm trung bình và cho nó lớn hơn hoặc bằng 8.0.  **Lời giải:** - Bước 1: Viết biểu thức tính tổng điểm 4 bài: \(7 + 8 + 9 + x = 24 + x\). - Bước 2: Viết biểu thức tính điểm trung bình: \(\frac{24 + x}{4}\). - Bước 3: Lập bất phương trình dựa trên điều kiện ""đạt từ 8.0 trở lên"" (lớn hơn hoặc bằng 8.0).   \(\frac{24 + x}{4} \ge 8.0\).",Nhận biết
LO-00019,Một hãng taxi A tính giá 12.000đ/km. Hãng B tính 15.000đ phí 'mở cửa' và 10.000đ/km. Một người cần đi quãng đường \(x\) km. Hỏi \(x\) phải thỏa mãn điều kiện gì để chọn hãng B đi sẽ rẻ hơn hãng A?,"Ta cần lập biểu thức tính chi phí cho mỗi hãng và so sánh chúng.  **Lời giải:** - Bước 1: Viết biểu thức tính chi phí cho mỗi hãng.   + Chi phí hãng A: \(C_A = 12000x\) (đồng).   + Chi phí hãng B: \(C_B = 15000 + 10000x\) (đồng). - Bước 2: Lập bất phương trình. Để hãng B rẻ hơn hãng A, ta cần \(C_B < C_A\).   \(15000 + 10000x < 12000x\) - Bước 3: Giải bất phương trình.   \(15000 < 12000x - 10000x\)   \(\Leftrightarrow 15000 < 2000x\)   \(\Leftrightarrow x > \frac{15000}{2000} = 7.5\)  Vậy người đó cần đi quãng đường dài hơn 7.5 km thì chọn hãng B sẽ rẻ hơn.",Thông hiểu
LO-00019,Một xưởng sản xuất quạt có chi phí cố định hàng tháng là 50 triệu đồng. Chi phí để sản xuất mỗi chiếc quạt là 200 nghìn đồng. Mỗi chiếc quạt được bán với giá 350 nghìn đồng. Hỏi trong tháng xưởng phải bán được ít nhất bao nhiêu chiếc quạt để bắt đầu có lãi?,"Để có lãi, tổng doanh thu phải lớn hơn tổng chi phí.  **Lời giải:** - Bước 1: Gọi \(x\) là số quạt bán được trong tháng (\(x\) nguyên dương). Đổi đơn vị: 50 triệu = 50000 nghìn. - Bước 2: Lập biểu thức doanh thu và chi phí.   + Tổng doanh thu: \(350x\) (nghìn đồng).   + Tổng chi phí: \(50000 + 200x\) (nghìn đồng). - Bước 3: Lập bất phương trình.   Doanh thu > Chi phí   \(350x > 50000 + 200x\) - Bước 4: Giải bất phương trình.   \(150x > 50000\)   \(\Leftrightarrow x > \frac{50000}{150} \approx 333.33\) - Bước 5: Kết luận.   Vì \(x\) phải là số nguyên, nên số quạt ít nhất cần bán là 334 chiếc.  Vậy xưởng phải bán được ít nhất 334 chiếc quạt.",Thông hiểu
LO-00019,Một mảnh vườn hình chữ nhật có chiều dài gấp đôi chiều rộng. Người ta muốn làm hàng rào xung quanh vườn. Biết rằng tổng chiều dài hàng rào không được vượt quá 90m. Hỏi chiều rộng của mảnh vườn có thể nhận giá trị tối đa là bao nhiêu?,"Ta cần lập bất phương trình biểu diễn chu vi của mảnh vườn.  **Lời giải:** - Bước 1: Gọi ẩn và biểu diễn các đại lượng.   Gọi chiều rộng của mảnh vườn là \(x\) (m, \(x > 0\)).   Chiều dài của mảnh vườn là \(2x\) (m). - Bước 2: Lập biểu thức tính chu vi (tổng chiều dài hàng rào).   \(P = 2(x + 2x) = 2(3x) = 6x\) (m). - Bước 3: Lập và giải bất phương trình.   Tổng chiều dài hàng rào không được vượt quá 90m, nghĩa là \(P \le 90\).   \(6x \le 90\)   \(\Leftrightarrow x \le 15\)  Vậy chiều rộng của mảnh vườn có thể nhận giá trị tối đa là 15m.",Thông hiểu
LO-00019,"Trong một môn học, điểm tổng kết được tính bằng 60% điểm trung bình các bài kiểm tra thường xuyên và 40% điểm thi cuối kỳ. Bạn Lan có điểm trung bình các bài kiểm tra thường xuyên là 8.5. Hỏi điểm thi cuối kỳ (gọi là \(x\)) của Lan phải ít nhất là bao nhiêu để điểm tổng kết môn học từ 8.0 trở lên?","Ta cần lập bất phương trình cho điểm tổng kết dựa trên công thức tính điểm trung bình có trọng số.  **Lời giải:** - Bước 1: Viết biểu thức tính điểm tổng kết (ĐTK).   ĐTK = (60% × Điểm TB thường xuyên) + (40% × Điểm cuối kỳ)   ĐTK = \(0.6 \times 8.5 + 0.4 \times x\)   ĐTK = \(5.1 + 0.4x\) - Bước 2: Lập bất phương trình.   Để điểm tổng kết từ 8.0 trở lên, ta có: \(ĐTK \ge 8.0\).   \(5.1 + 0.4x \ge 8.0\) - Bước 3: Giải bất phương trình.   \(0.4x \ge 8.0 - 5.1\)   \(\Leftrightarrow 0.4x \ge 2.9\)   \(\Leftrightarrow x \ge \frac{2.9}{0.4} = 7.25\)  Vậy điểm thi cuối kỳ của Lan phải ít nhất là 7.25 điểm.",Vận dụng
LO-00019,Một sân chơi hình chữ nhật có chiều dài 20m và chiều rộng 12m. Người ta dự định mở rộng sân bằng cách tăng chiều dài thêm \(x\) mét và giữ nguyên chiều rộng. Tìm các giá trị có thể của \(x\) để diện tích sân sau khi mở rộng không vượt quá 300m².,"Ta cần lập bất phương trình biểu diễn diện tích mới của sân chơi.  **Lời giải:** - Bước 1: Biểu diễn các kích thước mới.   + Chiều dài mới: \(20 + x\) (m)   + Chiều rộng mới: \(12\) (m) - Bước 2: Lập biểu thức tính diện tích mới.   \(S_{mới} = 12(20 + x)\) (m²) - Bước 3: Lập và giải bất phương trình.   Diện tích mới không vượt quá 300m², nghĩa là \(S_{mới} \le 300\).   \(12(20 + x) \le 300\)   \(\Leftrightarrow 240 + 12x \le 300\)   \(\Leftrightarrow 12x \le 60\)   \(\Leftrightarrow x \le 5\) - Bước 4: Kết hợp điều kiện của \(x\).   Vì \(x\) là độ dài tăng thêm nên \(x > 0\).   Kết hợp lại, ta có \(0 < x \le 5\).  Vậy các giá trị có thể của \(x\) là từ lớn hơn 0 đến và bằng 5 mét.",Vận dụng
LO-00019,"Một người đi xe đạp từ A đến B dài 30 km. Trên 10 km đầu, người đó đi với vận tốc \(x\) km/h. Trên 20 km còn lại, người đó đi với vận tốc nhanh hơn 2 km/h. Biết tổng thời gian đi không quá 2 giờ, hãy lập bất phương trình theo \(x\). (Giả sử \(x>0\))","Ta sẽ lập bất phương trình dựa trên tổng thời gian của hai chặng đường.  **Lời giải:** - Bước 1: Biểu diễn thời gian cho từng chặng.   + Thời gian đi 10 km đầu: \(t_1 = \frac{10}{x}\) (giờ).   + Vận tốc trên 20 km còn lại: \(x+2\) (km/h).   + Thời gian đi 20 km còn lại: \(t_2 = \frac{20}{x+2}\) (giờ). - Bước 2: Lập biểu thức tính tổng thời gian.   Tổng thời gian: \(T = t_1 + t_2 = \frac{10}{x} + \frac{20}{x+2}\). - Bước 3: Lập bất phương trình.   Tổng thời gian không quá 2 giờ, nghĩa là \(T \le 2\).   \(\frac{10}{x} + \frac{20}{x+2} \le 2\).",Vận dụng
LO-00019,Một người có 40m hàng rào để rào một mảnh đất hình chữ nhật. Hỏi người đó phải chọn kích thước chiều rộng \(x\) (m) của mảnh đất trong khoảng nào để diện tích mảnh đất không nhỏ hơn 96m²?,"Đây là bài toán tối ưu, dẫn đến việc giải một bất phương trình bậc hai.  **Lời giải:** - Bước 1: Biểu diễn các đại lượng theo \(x\).   + Chu vi là 40m, nên nửa chu vi là 20m.   + Gọi chiều rộng là \(x\) (m). Điều kiện \(0 < x < 20\).   + Chiều dài sẽ là \(20 - x\) (m). - Bước 2: Lập bất phương trình cho diện tích.   Diện tích \(S = x(20 - x)\).   Điều kiện diện tích không nhỏ hơn 96m²: \(x(20 - x) \ge 96\). - Bước 3: Giải bất phương trình bậc hai.   \(20x - x^2 \ge 96\)   \(\Leftrightarrow -x^2 + 20x - 96 \ge 0\)   \(\Leftrightarrow x^2 - 20x + 96 \le 0\)   Xét phương trình \(t^2 - 20t + 96 = 0\), có hai nghiệm là \(t_1 = 8\) và \(t_2 = 12\).   Theo quy tắc xét dấu tam thức bậc hai (""trong trái, ngoài cùng""), \(x^2 - 20x + 96 \le 0\) khi \(8 \le x \le 12\). - Bước 4: Kết luận.   Kết hợp với điều kiện \(0 < x < 20\), ta được \(8 \le x \le 12\).  Vậy chiều rộng phải từ 8m đến 12m.",Vận dụng cao
LO-00019,Người ta có một dung dịch A chứa 20% axit và một dung dịch B chứa 50% axit. Cần trộn \(x\) gam dung dịch A với \(y\) gam dung dịch B để được 300g dung dịch mới có nồng độ axit không thấp hơn 30%. Hãy lập bất phương trình theo \(x\) và tìm giá trị lớn nhất của \(x\).,"Đây là bài toán pha trộn, ta sẽ lập bất phương trình dựa trên tổng khối lượng axit.  **Lời giải:** - Bước 1: Biểu diễn các đại lượng theo \(x\).   + Khối lượng dung dịch A: \(x\) (g). Điều kiện \(0 \le x \le 300\).   + Khối lượng dung dịch B: \(y = 300 - x\) (g). - Bước 2: Lập biểu thức tính tổng khối lượng axit.   + Khối lượng axit từ dung dịch A: \(0.20x\) (g).   + Khối lượng axit từ dung dịch B: \(0.50(300 - x)\) (g).   + Tổng khối lượng axit: \(0.20x + 0.50(300 - x)\). - Bước 3: Lập bất phương trình.   Nồng độ dung dịch mới = \(\frac{\text{Tổng khối lượng axit}}{\text{Tổng khối lượng dung dịch}} \ge 0.30\).   \(\frac{0.20x + 0.50(300 - x)}{300} \ge 0.30\) - Bước 4: Giải bất phương trình.   \(0.2x + 150 - 0.5x \ge 300 \cdot 0.30\)   \(\Leftrightarrow -0.3x + 150 \ge 90\)   \(\Leftrightarrow -0.3x \ge -60\)   \(\Leftrightarrow x \le \frac{-60}{-0.3} = 200\). - Bước 5: Kết hợp điều kiện và kết luận.   Kết hợp với \(x \ge 0\), ta có \(0 \le x \le 200\).  Vậy giá trị lớn nhất của \(x\) (khối lượng dung dịch A) là 200g.",Vận dụng cao
