learning_object,question_text,suggested_solution,difficulty
LO-00007,Giải hệ phương trình sau bằng phương pháp thế: \(\begin{cases} x - 4y = 7 \\ 2x - 5y = 8 \end{cases}\).,"Ta nên rút \(x\) từ phương trình thứ nhất vì hệ số của nó là 1, sẽ không tạo ra phân số.  **Lời giải:** - Bước 1: Từ phương trình thứ nhất, ta rút ra \(x = 7 + 4y\). - Bước 2: Thế biểu thức của \(x\) vào phương trình thứ hai:   \(2(7 + 4y) - 5y = 8\) - Bước 3: Giải phương trình tìm \(y\).   \(14 + 8y - 5y = 8\)   \(\Leftrightarrow 3y = -6\)   \(\Leftrightarrow y = -2\) - Bước 4: Thay \(y = -2\) vào biểu thức \(x = 7 + 4y\) để tìm \(x\).   \(x = 7 + 4(-2) = 7 - 8 = -1\)  Vậy nghiệm của hệ phương trình là \((x; y) = (-1; -2)\).",Thông hiểu
LO-00007,Giải hệ phương trình bằng phương pháp thế: \(\begin{cases} 2x + 3y = 7 \\ 3x + 2y = 8 \end{cases}\).,"Trong trường hợp này, rút ẩn nào cũng sẽ dẫn đến biểu thức có chứa phân số. Ta cần thực hiện cẩn thận.  **Lời giải:** - Bước 1: Từ phương trình thứ nhất, rút ra \(y\):   \(3y = 7 - 2x \Leftrightarrow y = \frac{7 - 2x}{3}\). - Bước 2: Thế biểu thức của \(y\) vào phương trình thứ hai:   \(3x + 2\left(\frac{7 - 2x}{3}\right) = 8\) - Bước 3: Giải phương trình tìm \(x\). Nhân cả hai vế với 3 để khử mẫu:   \(9x + 2(7 - 2x) = 24\)   \(\Leftrightarrow 9x + 14 - 4x = 24\)   \(\Leftrightarrow 5x = 10\)   \(\Leftrightarrow x = 2\) - Bước 4: Thay \(x = 2\) vào biểu thức \(y = \frac{7 - 2x}{3}\) để tìm \(y\).   \(y = \frac{7 - 2(2)}{3} = \frac{7 - 4}{3} = \frac{3}{3} = 1\)  Vậy nghiệm của hệ phương trình là \((x; y) = (2; 1)\).",Vận dụng
LO-00007,Sử dụng phương pháp thế để xác định số nghiệm của hệ phương trình: \(\begin{cases} x - 3y = 5 \\ -2x + 6y = -10 \end{cases}\).,"Khi giải hệ bằng phương pháp thế, nếu ta nhận được một đẳng thức luôn đúng (ví dụ 0 = 0) thì hệ có vô số nghiệm.  **Lời giải:** - Bước 1: Từ phương trình thứ nhất, rút ra \(x = 5 + 3y\). - Bước 2: Thế vào phương trình thứ hai:   \(-2(5 + 3y) + 6y = -10\) - Bước 3: Giải phương trình ẩn \(y\).   \(-10 - 6y + 6y = -10\)   \(\Leftrightarrow -10 = -10\) (Luôn đúng)  Vì ta nhận được một đẳng thức luôn đúng, điều này chứng tỏ phương trình thứ hai là hệ quả của phương trình thứ nhất. Mọi nghiệm của phương trình thứ nhất đều là nghiệm của phương trình thứ hai.  Vậy hệ phương trình có vô số nghiệm.",Vận dụng
LO-00007,Tìm tọa độ giao điểm của hai đường thẳng \(d_1: y = 3x - 5\) và \(d_2: 2x + 3y = 8\) bằng phương pháp thế.,Tọa độ giao điểm của hai đường thẳng chính là nghiệm của hệ phương trình tạo bởi phương trình của hai đường thẳng đó.  **Lời giải:** - Bước 1: Xét hệ phương trình:   \(\begin{cases} y = 3x - 5 \\ 2x + 3y = 8 \end{cases}\) - Bước 2: Thế \(y = 3x - 5\) từ phương trình thứ nhất vào phương trình thứ hai:   \(2x + 3(3x - 5) = 8\) - Bước 3: Giải phương trình tìm \(x\).   \(2x + 9x - 15 = 8\)   \(\Leftrightarrow 11x = 23\)   \(\Leftrightarrow x = \frac{23}{11}\) - Bước 4: Thay \(x = \frac{23}{11}\) vào \(y = 3x - 5\) để tìm \(y\).   \(y = 3\left(\frac{23}{11}\right) - 5 = \frac{69}{11} - \frac{55}{11} = \frac{14}{11}\)  Vậy tọa độ giao điểm là \(\left(\frac{23}{11}; \frac{14}{11}\right)\).,Vận dụng
LO-00007,Cho hệ phương trình \(\begin{cases} x + my = 3 \\ 2x - y = 1 \end{cases}\). Tìm \(m\) để hệ có nghiệm \((x; y)\) thỏa mãn \(x - y = 2\).,"Ta sẽ giải hệ phương trình để tìm nghiệm \(x, y\) theo \(m\), sau đó thay vào điều kiện \(x - y = 2\) để tìm \(m\).  **Lời giải:** - Bước 1: Từ phương trình thứ hai, rút ra \(y = 2x - 1\). - Bước 2: Thế vào phương trình thứ nhất:   \(x + m(2x - 1) = 3\)   \(\Leftrightarrow x + 2mx - m = 3\)   \(\Leftrightarrow x(1 + 2m) = m + 3\)   \(\Rightarrow x = \frac{m+3}{1+2m}\) (với \(m \ne -1/2\)) - Bước 3: Tìm \(y\) theo \(m\).   \(y = 2x - 1 = 2\left(\frac{m+3}{1+2m}\right) - 1 = \frac{2m+6 - (1+2m)}{1+2m} = \frac{5}{1+2m}\) - Bước 4: Thay \(x, y\) vào điều kiện \(x - y = 2\).   \(\frac{m+3}{1+2m} - \frac{5}{1+2m} = 2\)   \(\Leftrightarrow \frac{m-2}{1+2m} = 2\)   \(\Rightarrow m-2 = 2(1+2m)\)   \(\Leftrightarrow m-2 = 2+4m\)   \(\Leftrightarrow 3m = -4 \Leftrightarrow m = -\frac{4}{3}\) - Bước 5: Kiểm tra điều kiện \(m \ne -1/2\). Giá trị \(m = -4/3\) thỏa mãn.  Vậy \(m = -\frac{4}{3}\).",Vận dụng cao
LO-00007,Giải hệ phương trình sau bằng phương pháp thế: \(\begin{cases} \frac{1}{x} + \frac{2}{y} = 3 \\ \frac{3}{x} - \frac{1}{y} = 2 \end{cases}\).,"Đây là hệ phương trình có thể đưa về dạng bậc nhất bằng cách đặt ẩn phụ. Sau đó, ta có thể dùng phương pháp thế để giải hệ mới.  **Lời giải:** - Bước 1: Đặt ẩn phụ và điều kiện.   ĐKXĐ: \(x \ne 0, y \ne 0\).   Đặt \(u = \frac{1}{x}\) và \(v = \frac{1}{y}\). Hệ phương trình trở thành:   \(\begin{cases} u + 2v = 3 \\ 3u - v = 2 \end{cases}\) - Bước 2: Giải hệ mới bằng phương pháp thế.   Từ phương trình thứ hai, rút ra \(v = 3u - 2\).   Thế vào phương trình thứ nhất:   \(u + 2(3u - 2) = 3\)   \(\Leftrightarrow u + 6u - 4 = 3\)   \(\Leftrightarrow 7u = 7 \Leftrightarrow u = 1\).   Suy ra \(v = 3(1) - 2 = 1\). - Bước 3: Trả lại biến cũ.   + Với \(u = 1\), ta có \(\frac{1}{x} = 1 \Leftrightarrow x = 1\).   + Với \(v = 1\), ta có \(\frac{1}{y} = 1 \Leftrightarrow y = 1\). - Bước 4: Đối chiếu ĐKXĐ và kết luận.   Nghiệm \((1; 1)\) thỏa mãn ĐKXĐ.  Vậy nghiệm của hệ phương trình là \((x; y) = (1; 1)\).",Vận dụng cao
LO-00008,"Cho hệ phương trình \(\begin{cases} x + y = 5 \\ 2x - y = 4 \end{cases}\). Nếu ta cộng vế theo vế hai phương trình này, ta sẽ được phương trình mới nào?",Phương pháp cộng đại số dựa trên việc cộng hoặc trừ các vế tương ứng của hai phương trình để khử đi một ẩn.  **Lời giải:** - Bước 1: Viết lại hai phương trình của hệ:   (1) \(x + y = 5\)   (2) \(2x - y = 4\) - Bước 2: Nhận thấy hệ số của ẩn \(y\) trong hai phương trình là \(1\) và \(-1\) (hai số đối nhau). - Bước 3: Cộng vế theo vế của (1) và (2):   \((x + 2x) + (y - y) = 5 + 4\)   \(\Leftrightarrow 3x + 0 = 9\)   \(\Leftrightarrow 3x = 9\)  **Đáp án:** Ta được phương trình mới là \(3x = 9\).,Nhận biết
LO-00008,"Để giải hệ phương trình \(\begin{cases} 2x + 3y = 8 \\ 2x - y = 4 \end{cases}\) bằng phương pháp cộng đại số, ta nên thực hiện phép toán nào (cộng hay trừ) để khử ẩn \(x\)?","Để khử một ẩn, hệ số của nó trong hai phương trình cần phải đối nhau (để thực hiện phép cộng) hoặc bằng nhau (để thực hiện phép trừ).  **Lời giải:** - Bước 1: Quan sát hệ số của các ẩn trong hệ.   + Hệ số của \(x\) đều là 2.   + Hệ số của \(y\) là 3 và -1. - Bước 2: Để khử ẩn \(x\), ta có thể lấy phương trình thứ nhất trừ đi phương trình thứ hai vế theo vế.   \((2x - 2x) + (3y - (-y)) = 8 - 4\)   \(\Leftrightarrow 4y = 4\)  **Đáp án:** Ta nên thực hiện phép **trừ** vế theo vế.",Nhận biết
LO-00008,Giải hệ phương trình sau bằng phương pháp cộng đại số: \(\begin{cases} 3x + 2y = 7 \\ x - 2y = 1 \end{cases}\).,"Hệ phương trình này có hệ số của ẩn \(y\) đối nhau, ta có thể cộng vế theo vế để khử \(y\).  **Lời giải:** - Bước 1: Cộng vế theo vế hai phương trình của hệ:   \((3x + x) + (2y - 2y) = 7 + 1\)   \(\Leftrightarrow 4x = 8\)   \(\Leftrightarrow x = 2\) - Bước 2: Thay \(x = 2\) vào một trong hai phương trình ban đầu để tìm \(y\). Thay vào phương trình thứ hai:   \(2 - 2y = 1\)   \(\Leftrightarrow -2y = -1\)   \(\Leftrightarrow y = \frac{1}{2}\)  Vậy nghiệm của hệ phương trình là \((x; y) = (2; \frac{1}{2})\).",Thông hiểu
LO-00008,Giải hệ phương trình bằng phương pháp cộng đại số: \(\begin{cases} 4x + y = 5 \\ 3x + y = 3 \end{cases}\).,"Hệ phương trình này có hệ số của ẩn \(y\) bằng nhau, ta có thể trừ vế theo vế để khử \(y\).  **Lời giải:** - Bước 1: Lấy phương trình thứ nhất trừ đi phương trình thứ hai vế theo vế:   \((4x - 3x) + (y - y) = 5 - 3\)   \(\Leftrightarrow x = 2\) - Bước 2: Thay \(x = 2\) vào phương trình thứ nhất để tìm \(y\):   \(4(2) + y = 5\)   \(\Leftrightarrow 8 + y = 5\)   \(\Leftrightarrow y = -3\)  Vậy nghiệm của hệ phương trình là \((x; y) = (2; -3)\).",Thông hiểu
LO-00008,"Để giải hệ phương trình \(\begin{cases} 2x - 3y = 1 \\ x + 2y = 4 \end{cases}\) bằng phương pháp cộng đại số, ta cần nhân phương trình thứ hai với số nào để có thể khử ẩn \(x\)?","Để khử ẩn \(x\), hệ số của \(x\) trong hai phương trình phải bằng nhau hoặc đối nhau. Hệ số của \(x\) ở phương trình thứ nhất là 2.  **Lời giải:** - Bước 1: Quan sát hệ số của \(x\) trong hai phương trình: 2 và 1. - Bước 2: Để hệ số của \(x\) ở phương trình thứ hai trở thành -2 (số đối của 2), ta cần nhân cả hai vế của phương trình thứ hai với -2.   Khi đó hệ trở thành: \(\begin{cases} 2x - 3y = 1 \\ -2x - 4y = -8 \end{cases}\). Bây giờ ta có thể cộng hai vế để khử \(x\).  **Đáp án:** Cần nhân phương trình thứ hai với -2.",Thông hiểu
LO-00008,Giải hệ phương trình bằng phương pháp cộng đại số: \(\begin{cases} 3x + 2y = 1 \\ 2x - 5y = 7 \end{cases}\).,"Hệ số của cả hai ẩn đều không bằng nhau hoặc đối nhau, ta cần nhân cả hai phương trình với các số thích hợp.  **Lời giải:** - Bước 1: Chọn ẩn để khử, ví dụ ẩn \(x\). Bội chung nhỏ nhất của 3 và 2 là 6. Ta sẽ biến đổi hệ số của \(x\) thành 6 và -6.   + Nhân hai vế của phương trình thứ nhất với 2: \(6x + 4y = 2\) (1')   + Nhân hai vế của phương trình thứ hai với -3: \(-6x + 15y = -21\) (2') - Bước 2: Cộng vế theo vế của (1') và (2'):   \((6x - 6x) + (4y + 15y) = 2 - 21\)   \(\Leftrightarrow 19y = -19\)   \(\Leftrightarrow y = -1\) - Bước 3: Thay \(y = -1\) vào phương trình thứ nhất ban đầu:   \(3x + 2(-1) = 1\)   \(\Leftrightarrow 3x - 2 = 1\)   \(\Leftrightarrow 3x = 3 \Leftrightarrow x = 1\)  Vậy nghiệm của hệ phương trình là \((x; y) = (1; -1)\).",Vận dụng
LO-00008,Sử dụng phương pháp cộng đại số để xác định số nghiệm của hệ phương trình: \(\begin{cases} 3x - y = 2 \\ -6x + 2y = 1 \end{cases}\).,"Khi giải hệ bằng phương pháp cộng đại số, nếu ta nhận được một đẳng thức vô lý (ví dụ 0 = 5) thì hệ vô nghiệm.  **Lời giải:** - Bước 1: Nhân hai vế của phương trình thứ nhất với 2 để làm đối nhau hệ số của \(x\).   Hệ trở thành: \(\begin{cases} 6x - 2y = 4 \\ -6x + 2y = 1 \end{cases}\) - Bước 2: Cộng vế theo vế hai phương trình của hệ mới:   \((6x - 6x) + (-2y + 2y) = 4 + 1\)   \(\Leftrightarrow 0x + 0y = 5\)   \(\Leftrightarrow 0 = 5\) (Vô lý)  Vì ta nhận được một đẳng thức vô lý, nên không có cặp số \((x; y)\) nào thỏa mãn hệ.  Vậy hệ phương trình vô nghiệm.",Vận dụng
LO-00008,Tìm nghiệm \((x; y)\) của hệ phương trình \(\begin{cases} 2(x+1) - 3(y-1) = 1 \\ 3(x+1) + 2(y-1) = 8 \end{cases}\).,"Ta có thể giải hệ này bằng cách đặt ẩn phụ \(u = x+1\) và \(v = y-1\) để đưa về hệ phương trình bậc nhất hai ẩn quen thuộc.  **Lời giải:**  - **Bước 1: Đặt ẩn phụ và viết lại hệ phương trình.**   Đặt \(u = x+1\) và \(v = y-1\).   Hệ phương trình đã cho trở thành:   \(\begin{cases} 2u - 3v = 1 \\ 3u + 2v = 8 \end{cases}\) (Hệ I)  - **Bước 2: Giải hệ phương trình (I).**   Ta giải hệ (I) bằng phương pháp cộng đại số:   Nhân hai vế của phương trình thứ nhất với 2, và nhân hai vế của phương trình thứ hai với 3, ta được:   \(\begin{cases} 4u - 6v = 2 \\ 9u + 6v = 24 \end{cases}\)   Cộng vế theo vế hai phương trình này, ta được:   \((4u + 9u) + (-6v + 6v) = 2 + 24\)   \(\Leftrightarrow 13u = 26\)   \(\Leftrightarrow u = 2\)   Thay \(u = 2\) vào phương trình \(2u - 3v = 1\), ta có:   \(2(2) - 3v = 1 \)   \(\Leftrightarrow 4 - 3v = 1 \)   \(\Leftrightarrow 3v = 3 \)   \(\Leftrightarrow v = 1\)  - **Bước 3: Trả lại biến (x, y) ban đầu.**   + Với \(u = 2\), ta có: \(x+1 = 2 \Rightarrow x = 1\).   + Với \(v = 1\), ta có: \(y-1 = 1 \Rightarrow y = 2\).  - **Bước 4: Kết luận.**   Vậy nghiệm của hệ phương trình đã cho là \((x; y) = (1; 2)\).",Vận dụng
LO-00008,Cho hệ phương trình \(\begin{cases} 2x + y = m+1 \\ 3x - 2y = m-4 \end{cases}\). Tìm \(m\) để hệ có nghiệm duy nhất \((x; y)\) sao cho \(x+y=3\).,"Ta sẽ giải hệ để tìm \(x, y\) theo \(m\), sau đó thay vào điều kiện \(x+y=3\).  **Lời giải:** - Bước 1: Giải hệ phương trình theo \(m\). Nhân phương trình thứ nhất với 2:   \(\begin{cases} 4x + 2y = 2m+2 \\ 3x - 2y = m-4 \end{cases}\)   Cộng vế theo vế, ta được: \(7x = 3m - 2 \Leftrightarrow x = \frac{3m-2}{7}\). - Bước 2: Tìm \(y\) theo \(m\). Từ \(y = m+1 - 2x\):   \(y = m+1 - 2\left(\frac{3m-2}{7}\right) = \frac{7(m+1) - 2(3m-2)}{7} = \frac{7m+7-6m+4}{7} = \frac{m+11}{7}\). - Bước 3: Thay \(x, y\) vào điều kiện \(x+y=3\).   \(\frac{3m-2}{7} + \frac{m+11}{7} = 3\)   \(\Leftrightarrow \frac{4m+9}{7} = 3\)   \(\Leftrightarrow 4m+9 = 21\)   \(\Leftrightarrow 4m = 12 \Leftrightarrow m = 3\).  Vậy giá trị cần tìm là \(m=3\).",Vận dụng cao
LO-00008,Biết hệ phương trình \(\begin{cases} ax + by = 5 \\ bx - ay = 10 \end{cases}\) có nghiệm là \((x; y) = (1; 2)\). Tính giá trị của \(a^2 + b^2\).,"Ta thay nghiệm \((1; 2)\) vào hệ để được một hệ mới với ẩn là \(a, b\). Sau đó, ta có thể giải hệ đó hoặc tìm cách tính \(a^2+b^2\) một cách thông minh.  **Lời giải:** - Bước 1: Thay \(x=1, y=2\) vào hệ, ta được:   \(\begin{cases} a(1) + b(2) = 5 \\ b(1) - a(2) = 10 \end{cases} \Leftrightarrow \begin{cases} a + 2b = 5 \\ -2a + b = 10 \end{cases}\) - Bước 2: Giải hệ tìm \(a, b\).   Nhân phương trình thứ hai với -2: \(4a - 2b = -20\).   Cộng với phương trình thứ nhất: \((a+4a) + (2b-2b) = 5-20 \Rightarrow 5a = -15 \Rightarrow a = -3\).   Thay \(a=-3\) vào \(a+2b=5\): \(-3 + 2b = 5 \Rightarrow 2b = 8 \Rightarrow b = 4\). - Bước 3: Tính \(a^2 + b^2\).   \(a^2 + b^2 = (-3)^2 + 4^2 = 9 + 16 = 25\).  **Cách khác:** Từ hệ \(\begin{cases} a + 2b = 5 \\ b - 2a = 10 \end{cases}\), bình phương hai vế của mỗi phương trình: \((a+2b)^2 = 25 \Rightarrow a^2 + 4ab + 4b^2 = 25\) \((b-2a)^2 = 100 \Rightarrow b^2 - 4ab + 4a^2 = 100\) Cộng vế theo vế hai phương trình mới này: \((a^2+4a^2) + (4b^2+b^2) + (4ab-4ab) = 25+100\) \(\Leftrightarrow 5a^2 + 5b^2 = 125 \Leftrightarrow a^2 + b^2 = 25\).",Vận dụng cao
LO-00009,"Khi giải một hệ phương trình, ta nên nghĩ đến việc sử dụng phương pháp đặt ẩn phụ trong trường hợp nào?","Ta nên sử dụng phương pháp đặt ẩn phụ khi trong hệ phương trình có chứa các biểu thức phức tạp lặp đi lặp lại. Bằng cách đặt các biểu thức đó làm ẩn mới (ví dụ: u, v), ta có thể đưa hệ phương trình về dạng hệ phương trình bậc nhất hai ẩn quen thuộc.  **Ví dụ:** Với hệ \(\begin{cases} \frac{2}{x} + \frac{3}{y} = 5 \\ \frac{1}{x} - \frac{1}{y} = 1 \end{cases}\), ta thấy \(\frac{1}{x}\) và \(\frac{1}{y}\) lặp lại.",Nhận biết
LO-00009,"Để giải hệ phương trình \(\begin{cases} \frac{2}{x-3} + |y-1| = 4 \\ \frac{5}{x-3} - 2|y-1| = 1 \end{cases}\), ta cần đặt ẩn phụ như thế nào và điều kiện của ẩn phụ là gì?","Ta nhận thấy các biểu thức \(\frac{1}{x-3}\) và \(|y-1|\) lặp lại trong hệ.  **Lời giải:** - Bước 1: Đặt ẩn phụ.   Đặt \(u = \frac{1}{x-3}\) và \(v = |y-1|\). - Bước 2: Tìm điều kiện của ẩn phụ.   + Vì \(x-3\) ở mẫu nên \(x \ne 3\), \(u\) có thể nhận giá trị bất kỳ khác 0.   + Vì \(|y-1|\) là giá trị tuyệt đối nên \(|y-1| \ge 0\). Do đó, \(v \ge 0\).  **Đáp án:** Đặt \(u = \frac{1}{x-3}\) và \(v = |y-1|\), với điều kiện \(v \ge 0\).",Nhận biết
LO-00009,Giải hệ phương trình: \(\begin{cases} \frac{1}{x} + \frac{1}{y} = 2 \\ \frac{3}{x} - \frac{2}{y} = 1 \end{cases}\).,"Đây là dạng hệ phương trình cơ bản giải bằng cách đặt ẩn phụ.  **Lời giải:** - Bước 1: ĐKXĐ: \(x \ne 0, y \ne 0\). Đặt \(u = \frac{1}{x}\), \(v = \frac{1}{y}\). Hệ trở thành:   \(\begin{cases} u + v = 2 \\ 3u - 2v = 1 \end{cases}\) - Bước 2: Giải hệ mới. Nhân phương trình thứ nhất với 2:   \(\begin{cases} 2u + 2v = 4 \\ 3u - 2v = 1 \end{cases}\)   Cộng vế theo vế ta được \(5u = 5 \Leftrightarrow u = 1\). Suy ra \(1 + v = 2 \Leftrightarrow v = 1\). - Bước 3: Trả lại biến cũ.   + \(u = \frac{1}{x} = 1 \Leftrightarrow x = 1\)   + \(v = \frac{1}{y} = 1 \Leftrightarrow y = 1\) - Bước 4: Đối chiếu ĐKXĐ và kết luận.   Nghiệm \((1; 1)\) thỏa mãn. Vậy nghiệm của hệ là \((x; y) = (1; 1)\).",Thông hiểu
LO-00009,Sắp xếp các bước giải hệ phương trình \(\begin{cases} \frac{4}{x+y} + \frac{1}{x-y} = 2 \\ \frac{2}{x+y} - \frac{3}{x-y} = 7 \end{cases}\).,"Đây là quy trình chuẩn để giải một hệ phương trình bằng phương pháp đặt ẩn phụ.  **Lời giải:** Thứ tự đúng của các bước là: 1. Tìm điều kiện xác định: \(x+y \ne 0\) và \(x-y \ne 0\). 2. Đặt ẩn phụ: Đặt \(u = \frac{1}{x+y}\) và \(v = \frac{1}{x-y}\). 3. Viết lại hệ phương trình theo ẩn phụ: \(\begin{cases} 4u + v = 2 \\ 2u - 3v = 7 \end{cases}\). 4. Giải hệ phương trình với ẩn \(u, v\) để tìm được \(u=1, v=-2\). 5. Trả lại biến cũ và giải hệ tìm \(x, y\): \(\begin{cases} \frac{1}{x+y} = 1 \\ \frac{1}{x-y} = -2 \end{cases} \Leftrightarrow \begin{cases} x+y = 1 \\ x-y = -\frac{1}{2} \end{cases}\). 6. Giải hệ cuối cùng để tìm nghiệm \((x; y) = (\frac{1}{4}; \frac{3}{4})\) và kết luận.",Thông hiểu
LO-00009,"Để giải hệ \(\begin{cases} \frac{1}{x} + \frac{1}{y} = 3 \\ \frac{2}{x} - \frac{3}{y} = 1 \end{cases}\), một học sinh đặt \(u = \frac{1}{x}, v = \frac{1}{y}\) và giải ra \(u=2, v=1\). Sau đó kết luận nghiệm của hệ là \((2; 1)\). Lời giải sai ở đâu?","Lời giải sai ở bước cuối cùng, sau khi đã tìm ra giá trị của các ẩn phụ \(u\) và \(v\).  **Lời giải:** - Lỗi sai: Học sinh đã kết luận nghiệm là giá trị của ẩn phụ \((u; v)\) thay vì nghiệm của hệ ban đầu \((x; y)\). - Sửa lại cho đúng: Sau khi tìm được \(u=2, v=1\), cần thực hiện bước trả lại biến cũ:   + \(u = \frac{1}{x} = 2 \Rightarrow x = \frac{1}{2}\)   + \(v = \frac{1}{y} = 1 \Rightarrow y = 1\)   Vậy nghiệm đúng của hệ là \((x; y) = (\frac{1}{2}; 1)\).",Thông hiểu
LO-00009,Giải hệ phương trình: \(\begin{cases} 2\sqrt{x} + 3\sqrt{y} = 8 \\ \sqrt{x} - \sqrt{y} = -1 \end{cases}\).,"Ta sẽ đặt ẩn phụ cho các căn thức để đưa về hệ bậc nhất.  **Lời giải:** - Bước 1: ĐKXĐ: \(x \ge 0, y \ge 0\). Đặt \(u = \sqrt{x}\), \(v = \sqrt{y}\) (với \(u, v \ge 0\)). Hệ trở thành:   \(\begin{cases} 2u + 3v = 8 \\ u - v = -1 \end{cases}\) - Bước 2: Giải hệ mới. Từ (2) suy ra \(u = v - 1\). Thế vào (1):   \(2(v - 1) + 3v = 8 \Leftrightarrow 2v - 2 + 3v = 8 \Leftrightarrow 5v = 10 \Leftrightarrow v = 2\).   Suy ra \(u = 2 - 1 = 1\). - Bước 3: Đối chiếu điều kiện ẩn phụ.   \(u=1, v=2\) đều thỏa mãn \(u, v \ge 0\). - Bước 4: Trả lại biến cũ.   + \(\sqrt{x} = 1 \Leftrightarrow x = 1\)   + \(\sqrt{y} = 2 \Leftrightarrow y = 4\)  Vậy nghiệm của hệ là \((x; y) = (1; 4)\).",Vận dụng
LO-00009,"Cho hệ phương trình \(\begin{cases} \frac{x}{x-1} + \frac{y}{y+1} = 3 \\ \frac{2x}{x-1} - \frac{y}{y+1} = 0 \end{cases}\). Sau khi đặt \(u = \frac{x}{x-1}\) và \(v = \frac{y}{y+1}\), ta được hệ \(\begin{cases} u+v=3 \\ 2u-v=0 \end{cases}\). Bước tiếp theo là gì?","Sau khi có hệ phương trình bậc nhất hai ẩn \(u, v\), bước tiếp theo là giải hệ này để tìm giá trị của \(u\) và \(v\).  **Lời giải:** Bước tiếp theo là giải hệ \(\begin{cases} u+v=3 \\ 2u-v=0 \end{cases}\). Cộng vế theo vế hai phương trình, ta được: \(3u = 3 \Leftrightarrow u = 1\). Thay \(u=1\) vào phương trình thứ hai: \(2(1) - v = 0 \Leftrightarrow v = 2\). Sau đó, ta sẽ thực hiện bước trả lại biến cũ để tìm \(x, y\).",Vận dụng
LO-00009,Tìm nghiệm của hệ phương trình: \(\begin{cases} x+y=5 \\ \frac{1}{x} + \frac{1}{y} = \frac{5}{6} \end{cases}\).,"Ta có thể biến đổi phương trình thứ hai trước khi đặt ẩn phụ hoặc sử dụng định lý Vi-ét đảo.  **Lời giải:** - Bước 1: ĐKXĐ: \(x \ne 0, y \ne 0\). - Bước 2: Biến đổi phương trình thứ hai:   \(\frac{x+y}{xy} = \frac{5}{6}\) - Bước 3: Thế \(x+y=5\) từ phương trình thứ nhất vào:   \(\frac{5}{xy} = \frac{5}{6} \Leftrightarrow xy = 6\). - Bước 4: Tìm \(x, y\).   Ta có \(x+y=5\) và \(xy=6\). Theo định lý Vi-ét đảo, \(x\) và \(y\) là hai nghiệm của phương trình:   \(t^2 - 5t + 6 = 0\)   Giải phương trình này ta được \(t=2\) hoặc \(t=3\).  Vậy hệ có hai nghiệm là \((2; 3)\) và \((3; 2)\).",Vận dụng
LO-00009,Giải hệ phương trình: \(\begin{cases} 2x^2 + \frac{3}{y-1} = 5 \\ x^2 - \frac{1}{y-1} = 1 \end{cases}\).,"Ta sẽ đặt ẩn phụ cho \(x^2\) và \(\frac{1}{y-1}\), lưu ý điều kiện của ẩn phụ.  **Lời giải:** - Bước 1: ĐKXĐ: \(y \ne 1\). Đặt \(u = x^2\) và \(v = \frac{1}{y-1}\). Điều kiện: \(u \ge 0\). Hệ trở thành:   \(\begin{cases} 2u + 3v = 5 \\ u - v = 1 \end{cases}\) - Bước 2: Giải hệ mới. Từ (2) suy ra \(u = v+1\). Thế vào (1):   \(2(v+1) + 3v = 5 \Leftrightarrow 2v+2+3v=5 \Leftrightarrow 5v=3 \Leftrightarrow v = \frac{3}{5}\).   Suy ra \(u = \frac{3}{5} + 1 = \frac{8}{5}\). - Bước 3: Đối chiếu điều kiện ẩn phụ.   \(u = \frac{8}{5} \ge 0\) (Thỏa mãn). - Bước 4: Trả lại biến cũ.   + \(x^2 = \frac{8}{5} \Leftrightarrow x = \pm \sqrt{\frac{8}{5}} = \pm \frac{2\sqrt{10}}{5}\).   + \(\frac{1}{y-1} = \frac{3}{5} \Leftrightarrow 3(y-1) = 5 \Leftrightarrow 3y-3=5 \Leftrightarrow 3y=8 \Leftrightarrow y = \frac{8}{3}\).  Vậy hệ có hai nghiệm là \((\frac{2\sqrt{10}}{5}; \frac{8}{3})\) và \((-\frac{2\sqrt{10}}{5}; \frac{8}{3})\).",Vận dụng cao
