temp_lo_id,question_text,question_type,suggested_solution,difficulty
LO-C5-09,Cho hai đường tròn (O) và (O') cắt nhau tại A và B. Kẻ tiếp tuyến Ax của đường tròn (O) cắt đường tròn (O') tại C. Chứng minh rằng AB là tia phân giác của góc CBx.,tự luận,"Ta cần chứng minh $$\angle CBA = \angle ABx$$.\\- Trong đường tròn (O), góc xAB là góc tạo bởi tiếp tuyến Ax và dây cung AB. Do đó, $$\angle xAB = \frac{1}{2} sđ(\text{cung AB của (O)})$$.\\- Trong đường tròn (O'), góc ACB là góc nội tiếp chắn cung AB. Do đó, $$\angle ACB = \frac{1}{2} sđ(\text{cung AB của (O')})$$.\\Ta không thể so sánh hai góc này.\\Xem xét lại: Chứng minh AB là phân giác góc CBx.\\- Trong đường tròn (O), góc xAB là góc tạo bởi tiếp tuyến Ax và dây cung AB. Lấy một điểm D trên (O), ta có $$\angle xAB = \angle ADB$$.\\- Trong đường tròn (O'), xét tứ giác nội tiếp ACBD (nếu D cũng thuộc (O')). Điều này không chắc chắn.\\Cách tiếp cận khác:\\- Trong đường tròn (O), $$\angle xAB$$ chắn cung AB. Ta có $$\angle xAB = \angle ACB$$ (sai, góc nội tiếp cùng chắn cung AB).\\- Trong đường tròn (O), $$\angle xAB = \frac{1}{2} sđ(\text{cung AB})$$.\\- Trong đường tròn (O'), $$\angle ACB$$ là góc nội tiếp chắn cung AB. $$\angle ACB = \frac{1}{2} sđ(\text{cung AB})$$.\\- Trong đường tròn (O'), $$\angle CAB$$ và $$\angle CBB'$$ (B' là điểm trên (O')) là các góc nội tiếp.\\Chứng minh lại: Ta cần chứng minh $$\angle CBA = \angle ABx$$.\\- Xét đường tròn (O'): $$\angle CBA$$ là góc nội tiếp chắn cung CA.\\- Xét đường tròn (O): $$\angle ABx$$ là góc tạo bởi tiếp tuyến Ax và dây cung AB. Nó chắn cung AB.\\- Lấy một điểm M trên (O). $$\angle AMB = \angle ABx$$.\\- Lấy một điểm N trên (O'). $$\angle ANB = \angle ACB$$.\\Đẳng thức cần chứng minh không đúng. Có thể đề bài là: Kẻ tiếp tuyến chung Ax. Hoặc tiếp tuyến Ax của (O) là cát tuyến của (O').\\Đề bài đúng: Tiếp tuyến tại A của (O) cắt (O') tại C, tiếp tuyến tại A của (O') cắt (O) tại D. Chứng minh $$\angle CBA = \angle DBA$$.",vận dụng cao
LO-C5-09,"Cho tam giác ABC nội tiếp đường tròn (O). Một đường thẳng song song với tiếp tuyến tại A của đường tròn (O) cắt các cạnh AB, AC lần lượt tại M và N. Chứng minh rằng tứ giác BMNC là tứ giác nội tiếp.",tự luận,"Gọi Ax là tiếp tuyến tại A của đường tròn (O).\\Theo giả thiết, MN song song với Ax.\\Do đó, góc AMN = góc xAB (hai góc so le trong).\\Góc xAB là góc tạo bởi tiếp tuyến Ax và dây cung AB, nên nó chắn cung AB.\\Góc ACB là góc nội tiếp chắn cung AB.\\Suy ra, góc xAB = góc ACB.\\Từ đó, ta có góc AMN = góc ACB.\\Xét tứ giác BMNC, có góc ngoài tại đỉnh M (là góc AMN) bằng góc trong tại đỉnh đối diện C (là góc ACB).\\Đây là một dấu hiệu nhận biết tứ giác nội tiếp.\\Vậy, tứ giác BMNC là tứ giác nội tiếp.",vận dụng cao
LO-C5-10,Viết công thức tính chu vi (độ dài) của một đường tròn có bán kính R.,tự luận,Công thức tính chu vi (độ dài) của đường tròn bán kính R là:\\$$C = 2\pi R$$,nhận biết
LO-C5-10,Viết công thức tính diện tích của một hình tròn có bán kính R.,tự luận,Công thức tính diện tích của hình tròn bán kính R là:\\$$S = \pi R^2$$,nhận biết
LO-C5-10,Tính diện tích của một mặt bàn hình tròn có đường kính là 1.2 mét. (Lấy $$\pi \approx 3.14$$),tự luận,"Đường kính d = 1.2 m, suy ra bán kính R = d/2 = 0.6 m.\\Diện tích của mặt bàn là:\\$$S = \pi R^2 = \pi (0.6)^2 = 0.36\pi$$\\Lấy $$\pi \approx 3.14$$, ta có:\\$$S \approx 0.36 \cdot 3.14 = 1.1304$$ m².",thông hiểu
LO-C5-10,Một bánh xe đạp có đường kính 65cm. Hỏi nếu bánh xe lăn trên mặt đất 1000 vòng thì xe đi được quãng đường dài bao nhiêu mét? (Làm tròn đến mét),tự luận,"Đường kính d = 65 cm = 0.65 m.\\Chu vi của bánh xe là:\\$$C = \pi d = 0.65\pi$$ m.\\Đây là quãng đường đi được trong một vòng lăn.\\Quãng đường đi được trong 1000 vòng là:\\$$S = 1000 \cdot C = 1000 \cdot 0.65\pi = 650\pi$$\\Lấy $$\pi \approx 3.14159$$, ta có:\\$$S \approx 650 \cdot 3.14159 \approx 2042.03$$ m.\\Làm tròn đến mét, quãng đường đi được là 2042 mét.",vận dụng
LO-C5-10,Cho hình vuông ABCD cạnh a. Tính diện tích phần nằm giữa hình vuông và đường tròn nội tiếp hình vuông đó.,tự luận,"1. Diện tích hình vuông: $$S_{hv} = a^2$$.\\2. Đường tròn nội tiếp hình vuông có tâm là giao điểm hai đường chéo và tiếp xúc với 4 cạnh. Đường kính của nó bằng cạnh hình vuông, d = a.\\Bán kính của đường tròn nội tiếp là $$R = \frac{d}{2} = \frac{a}{2}$$.\\3. Diện tích hình tròn nội tiếp: $$S_{ht} = \pi R^2 = \pi (\frac{a}{2})^2 = \frac{\pi a^2}{4}$$.\\4. Diện tích phần nằm giữa hình vuông và đường tròn là hiệu của hai diện tích trên:\\$$S = S_{hv} - S_{ht} = a^2 - \frac{\pi a^2}{4} = a^2(1 - \frac{\pi}{4})$$.",vận dụng cao
LO-C6-01,Bảng thống kê sau cho biết số cây trồng được của các lớp khối 9 trong một trường THCS:\n| Lớp | 9A | 9B | 9C | 9D |\n|---|---|---|---|---|\n| Số cây | 35 | 40 | 32 | 45 |\n\na) Lớp nào trồng được nhiều cây nhất?\nb) Lớp nào trồng được ít cây nhất?,tự luận,"Dựa vào bảng thống kê:\na) So sánh các số liệu, ta thấy 45 là số lớn nhất, tương ứng với lớp 9D. Vậy, lớp 9D trồng được nhiều cây nhất.\nb) So sánh các số liệu, ta thấy 32 là số nhỏ nhất, tương ứng với lớp 9C. Vậy, lớp 9C trồng được ít cây nhất.",nhận biết
LO-C6-01,Bảng thống kê sau cho biết điểm kiểm tra 15 phút môn Toán của một tổ học sinh:\n| Điểm | 5 | 6 | 7 | 8 | 9 | 10 |\n|---|---|---|---|---|---|---|\n| Số học sinh | 1 | 2 | 3 | 4 | 2 | 1 |\n\na) Có bao nhiêu học sinh trong tổ?\nb) Có bao nhiêu học sinh đạt điểm từ 8 trở lên?,tự luận,"a) Tổng số học sinh trong tổ là tổng các số ở hàng 'Số học sinh':\n$$1 + 2 + 3 + 4 + 2 + 1 = 13$$ (học sinh).\nb) Số học sinh đạt điểm từ 8 trở lên là tổng số học sinh có điểm 8, 9, và 10:\n$$4 + 2 + 1 = 7$$ (học sinh).",thông hiểu
LO-C6-01,"Bảng thống kê sau cho biết dân số (triệu người) của một quốc gia qua các năm:\n| Năm | 2015 | 2017 | 2019 | 2021 |\n|---|---|---|---|---|\n| Dân số | 91.7 | 93.6 | 95.5 | 97.3 |\n\na) Tính dân số tăng thêm trong giai đoạn từ năm 2015 đến 2021.\nb) Giai đoạn hai năm nào (2015-2017, 2017-2019, 2019-2021) có mức tăng dân số nhanh nhất?",tự luận,"a) Dân số tăng thêm từ năm 2015 đến 2021 là:\n$$97.3 - 91.7 = 5.6$$ (triệu người).\nb) Tính mức tăng dân số qua các giai đoạn:\n- Từ 2015 đến 2017: $$93.6 - 91.7 = 1.9$$ (triệu người).\n- Từ 2017 đến 2019: $$95.5 - 93.6 = 1.9$$ (triệu người).\n- Từ 2019 đến 2021: $$97.3 - 95.5 = 1.8$$ (triệu người).\nSo sánh các mức tăng, ta thấy hai giai đoạn 2015-2017 và 2017-2019 có mức tăng dân số nhanh nhất và bằng nhau.",vận dụng
LO-C6-01,Bảng thống kê sau cho biết kết quả kinh doanh (tỷ đồng) của hai công ty A và B trong 4 quý của một năm:\n| Quý | I | II | III | IV |\n|---|---|---|---|---|\n| Công ty A | 120 | 150 | 140 | 180 |\n| Công ty B | 130 | 140 | 160 | 150 |\n\na) Tính tổng doanh thu cả năm của mỗi công ty.\nb) Nhận xét về xu hướng doanh thu của công ty A và công ty B trong năm đó.,tự luận,"a) Tổng doanh thu cả năm:\n- Công ty A: $$120 + 150 + 140 + 180 = 590$$ (tỷ đồng).\n- Công ty B: $$130 + 140 + 160 + 150 = 580$$ (tỷ đồng).\nb) Nhận xét:\n- Doanh thu của công ty A có xu hướng tăng, đặc biệt tăng mạnh vào quý cuối năm (quý IV cao nhất).\n- Doanh thu của công ty B khá ổn định, đạt cao nhất vào quý III và có xu hướng giảm nhẹ vào cuối năm.",vận dụng
LO-C6-01,"Bảng thống kê sau cho biết tỉ lệ phần trăm học sinh tham gia các câu lạc bộ (CLB) của một trường:\n| CLB | Thể thao | Nghệ thuật | Học thuật | Tình nguyện |\n|---|---|---|---|---|\n| Tỉ lệ (%) | 40 | 25 | 20 | 15 |\nBiết rằng trường có 1200 học sinh, và mỗi học sinh chỉ tham gia một CLB. Tính số học sinh trong mỗi CLB và đưa ra nhận xét CLB nào được yêu thích nhất.",tự luận,"Tính số học sinh trong mỗi CLB:\n- CLB Thể thao: $$1200 \cdot 40\% = 1200 \cdot 0.4 = 480$$ (học sinh).\n- CLB Nghệ thuật: $$1200 \cdot 25\% = 1200 \cdot 0.25 = 300$$ (học sinh).\n- CLB Học thuật: $$1200 \cdot 20\% = 1200 \cdot 0.2 = 240$$ (học sinh).\n- CLB Tình nguyện: $$1200 \cdot 15\% = 1200 \cdot 0.15 = 180$$ (học sinh).\nNhận xét: CLB Thể thao có tỉ lệ tham gia cao nhất (40%) và số học sinh đông nhất (480 học sinh), do đó đây là CLB được yêu thích nhất.",vận dụng cao
LO-C6-02,"Dựa vào bảng số liệu sau về số học sinh giỏi của các lớp 9A, 9B, 9C, hãy vẽ biểu đồ cột:\n| Lớp | 9A | 9B | 9C |\n|---|---|---|---|\n| Số HSG | 15 | 12 | 18 |",tự luận,"Các bước vẽ biểu đồ cột:\n1. Vẽ hai trục vuông góc. Trục ngang ghi tên các lớp (9A, 9B, 9C). Trục đứng ghi số học sinh, chia vạch hợp lý (ví dụ, mỗi vạch 5 học sinh).\n2. Tại vị trí lớp 9A trên trục ngang, vẽ một cột hình chữ nhật có chiều cao tương ứng với vạch 15 trên trục đứng.\n3. Tương tự, tại vị trí lớp 9B, vẽ cột cao đến vạch 12.\n4. Tại vị trí lớp 9C, vẽ cột cao đến vạch 18.\n5. Ghi tên biểu đồ (ví dụ: 'Biểu đồ số học sinh giỏi các lớp khối 9') và ghi chú rõ ràng cho các trục.",nhận biết
LO-C6-02,Bảng số liệu sau cho biết lượng mưa trung bình (mm) tại một thành phố trong 6 tháng đầu năm:\n| Tháng | 1 | 2 | 3 | 4 | 5 | 6 |\n|---|---|---|---|---|---|---|\n| Lượng mưa | 20 | 30 | 50 | 120 | 180 | 200 |\nHãy biểu diễn các số liệu trên bằng biểu đồ cột.,tự luận,"1. Vẽ trục ngang (biểu diễn các tháng) và trục đứng (biểu diễn lượng mưa, đơn vị mm).\n2. Chia vạch trên trục đứng, ví dụ mỗi vạch 50mm.\n3. Vẽ các cột tương ứng với từng tháng:\n- Tháng 1: cột cao đến vạch 20.\n- Tháng 2: cột cao đến vạch 30.\n- Tháng 3: cột cao đến vạch 50.\n- Tháng 4: cột cao đến vạch 120.\n- Tháng 5: cột cao đến vạch 180.\n- Tháng 6: cột cao đến vạch 200.\n4. Đặt tên cho biểu đồ và các trục.",thông hiểu
LO-C6-02,Bảng số liệu sau cho biết số huy chương Vàng (HCV) và Bạc (HCB) của một đoàn thể thao qua 3 kỳ SEA Games:\n| Năm | 2017 | 2019 | 2021 |\n|---|---|---|---|\n| HCV | 58 | 98 | 205 |\n| HCB | 50 | 85 | 125 |\nHãy vẽ biểu đồ cột kép để so sánh số HCV và HCB của đoàn qua các kỳ.,tự luận,"1. Vẽ hai trục. Trục ngang ghi các năm (2017, 2019, 2021). Trục đứng ghi số huy chương.\n2. Tại mỗi năm, vẽ hai cột cạnh nhau: một cột biểu diễn số HCV, một cột biểu diễn số HCB.\n- Năm 2017: cột HCV cao 58, cột HCB cao 50.\n- Năm 2019: cột HCV cao 98, cột HCB cao 85.\n- Năm 2021: cột HCV cao 205, cột HCB cao 125.\n3. Tạo ghi chú để phân biệt hai loại cột (ví dụ: tô màu khác nhau cho cột HCV và HCB).\n4. Đặt tên cho biểu đồ (ví dụ: 'Số huy chương Vàng và Bạc qua các kỳ SEA Games').",vận dụng
LO-C6-02,"Dựa vào biểu đồ cột kép vừa vẽ ở câu trên, hãy đưa ra hai nhận xét về thành tích của đoàn thể thao.",tự luận,"Dựa vào biểu đồ, ta có thể nhận xét:\n1. Thành tích của đoàn thể thao có xu hướng tăng rõ rệt qua các kỳ SEA Games, thể hiện ở cả số HCV và HCB đều tăng.\n2. Số HCV luôn nhiều hơn số HCB trong cả 3 kỳ SEA Games, cho thấy chất lượng thành tích của đoàn rất tốt.",vận dụng
LO-C6-02,Một cuộc khảo sát về số giờ tự học trong tuần của hai bạn An và Bình được ghi lại trong bảng sau:\n| Ngày | Hai | Ba | Tư | Năm | Sáu |\n|---|---|---|---|---|---|\n| An (giờ) | 2 | 1.5 | 2.5 | 2 | 3 |\n| Bình (giờ) | 1.5 | 2 | 2 | 2.5 | 2.5 |\nHãy vẽ biểu đồ cột kép và nhận xét xem bạn nào có thời gian tự học trong tuần nhiều hơn.,tự luận,"1. Vẽ biểu đồ cột kép tương tự các câu trên, trục ngang là các ngày, trục đứng là số giờ. Tại mỗi ngày có 2 cột cho An và Bình.\n2. Tính tổng số giờ tự học của mỗi bạn:\n- An: $$2 + 1.5 + 2.5 + 2 + 3 = 11$$ (giờ).\n- Bình: $$1.5 + 2 + 2 + 2.5 + 2.5 = 10.5$$ (giờ).\nNhận xét: Dựa vào tính toán, bạn An có thời gian tự học trong tuần nhiều hơn bạn Bình (11 giờ > 10.5 giờ).",vận dụng cao
LO-C6-03,Biểu đồ đoạn thẳng thường được sử dụng để biểu diễn loại dữ liệu nào?,tự luận,"Biểu đồ đoạn thẳng thường được sử dụng để biểu diễn sự thay đổi của một đại lượng theo thời gian (ví dụ: nhiệt độ trong ngày, dân số qua các năm, doanh thu qua các tháng). Nó cho thấy rõ xu hướng tăng, giảm hay ổn định của dữ liệu.",nhận biết
LO-C6-03,Bảng sau ghi lại nhiệt độ (°C) tại một địa điểm vào các thời điểm khác nhau trong ngày:\n| Giờ | 6 | 9 | 12 | 15 | 18 |\n|---|---|---|---|---|---|\n| Nhiệt độ | 22 | 25 | 30 | 32 | 28 |\nHãy vẽ biểu đồ đoạn thẳng biểu diễn các số liệu trên.,tự luận,"1. Vẽ hai trục. Trục ngang ghi các thời điểm (giờ). Trục đứng ghi nhiệt độ (°C).\n2. Xác định các điểm có tọa độ tương ứng với bảng số liệu: (6; 22), (9; 25), (12; 30), (15; 32), (18; 28).\n3. Nối các điểm này lần lượt bằng các đoạn thẳng.\n4. Đặt tên cho biểu đồ (ví dụ: 'Nhiệt độ trong ngày').",thông hiểu
LO-C6-03,"Dựa vào biểu đồ đoạn thẳng vừa vẽ ở câu trên, hãy cho biết:\na) Nhiệt độ cao nhất trong ngày là bao nhiêu và vào lúc mấy giờ?\nb) Nhiệt độ trong ngày có xu hướng thay đổi như thế nào?",tự luận,"a) Nhìn vào biểu đồ, điểm cao nhất có tung độ là 32, ứng với hoành độ là 15. Vậy, nhiệt độ cao nhất trong ngày là 32°C, vào lúc 15 giờ.\nb) Xu hướng thay đổi: Nhiệt độ tăng dần từ sáng (6 giờ) đến chiều (15 giờ) và sau đó bắt đầu giảm xuống vào buổi tối (18 giờ).",vận dụng
LO-C6-03,Số lượng khách du lịch (nghìn người) đến một thành phố qua các năm được ghi lại như sau:\n| Năm | 2018 | 2019 | 2020 | 2021 | 2022 |\n|---|---|---|---|---|---|\n| Số khách | 500 | 620 | 150 | 200 | 550 |\nHãy vẽ biểu đồ đoạn thẳng và nhận xét về sự biến động của lượng khách du lịch.,tự luận,"1. Vẽ biểu đồ đoạn thẳng với trục ngang là các năm, trục đứng là số khách (nghìn người).\n2. Xác định các điểm (2018; 500), (2019; 620), (2020; 150), (2021; 200), (2022; 550) và nối chúng lại.\n3. Nhận xét: Lượng khách du lịch tăng từ 2018 đến 2019, sau đó giảm mạnh trong hai năm 2020 và 2021 (có thể do ảnh hưởng của dịch bệnh), và đã phục hồi, tăng trưởng mạnh mẽ trở lại vào năm 2022.",vận dụng
LO-C6-03,So sánh ưu và nhược điểm của biểu đồ cột và biểu đồ đoạn thẳng trong việc biểu diễn dữ liệu theo thời gian.,tự luận,- Ưu điểm chung: Cả hai đều dễ đọc và biểu diễn được dữ liệu theo thời gian.\n- Biểu đồ cột: \n  + Ưu điểm: Giúp so sánh độ lớn giữa các thời điểm một cách trực quan.\n  + Nhược điểm: Khó nhìn thấy xu hướng liên tục của sự thay đổi.\n- Biểu đồ đoạn thẳng:\n  + Ưu điểm: Thể hiện rất rõ xu hướng biến đổi (tăng/giảm) liên tục của dữ liệu qua các mốc thời gian.\n  + Nhược điểm: Việc so sánh chính xác độ lớn giữa các điểm có thể khó hơn một chút so với biểu đồ cột.,vận dụng cao
LO-C6-04,"Để biểu diễn dữ liệu bằng biểu đồ hình quạt tròn, dữ liệu cần được xử lý thành dạng nào?",tự luận,"Để biểu diễn dữ liệu bằng biểu đồ hình quạt tròn, dữ liệu cần được xử lý thành dạng tỉ lệ phần trăm (%). Mỗi thành phần của dữ liệu sẽ tương ứng với một hình quạt có góc ở tâm tỉ lệ với tỉ lệ phần trăm của nó.",nhận biết
LO-C6-04,"Một lớp học có 40 học sinh, trong đó có 20 bạn thích môn Toán, 10 bạn thích môn Văn, và 10 bạn thích môn Anh. Hãy tính tỉ lệ phần trăm và số đo góc ở tâm tương ứng cho mỗi nhóm học sinh.",tự luận,1. Tính tỉ lệ phần trăm:\n- Môn Toán: $$\frac{20}{40} \cdot 100\% = 50\%$$\- Môn Văn: $$\frac{10}{40} \cdot 100\% = 25\%$$\- Môn Anh: $$\frac{10}{40} \cdot 100\% = 25\%$$\n2. Tính số đo góc ở tâm (tổng số đo là 360°):\n- Môn Toán: $$360^\circ \cdot 50\% = 180^\circ$$\- Môn Văn: $$360^\circ \cdot 25\% = 90^\circ$$\- Môn Anh: $$360^\circ \cdot 25\% = 90^\circ$$,thông hiểu
LO-C6-04,"Cơ cấu chi tiêu hàng tháng của một gia đình được cho như sau: Ăn uống 50%, Nhà ở 20%, Đi lại 10%, Giáo dục 15%, Khác 5%. Hãy vẽ biểu đồ hình quạt tròn biểu diễn cơ cấu chi tiêu này.",tự luận,"1. Tính số đo góc ở tâm cho mỗi khoản chi:\n- Ăn uống: $$360^\circ \cdot 50\% = 180^\circ$$\- Nhà ở: $$360^\circ \cdot 20\% = 72^\circ$$\- Đi lại: $$360^\circ \cdot 10\% = 36^\circ$$\- Giáo dục: $$360^\circ \cdot 15\% = 54^\circ$$\- Khác: $$360^\circ \cdot 5\% = 18^\circ$$\n2. Vẽ một hình tròn.\n3. Dùng thước đo góc, vẽ lần lượt các hình quạt có số đo góc tương ứng đã tính.\n4. Ghi chú tỉ lệ phần trăm và tên của từng khoản chi vào mỗi hình quạt hoặc tạo bảng chú giải riêng.",vận dụng
LO-C6-04,Quan sát biểu đồ hình quạt tròn biểu diễn kết quả bình chọn 'Mùa yêu thích nhất' của 200 học sinh. Biết hình quạt của 'Mùa hè' có góc ở tâm là 126°. Hỏi có bao nhiêu học sinh yêu thích 'Mùa hè'?,tự luận,1. Tính tỉ lệ phần trăm học sinh yêu thích 'Mùa hè':\n Tỉ lệ (%) = $$\frac{\text{Số đo góc ở tâm}}{360^\circ} \cdot 100\% = \frac{126^\circ}{360^\circ} \cdot 100\% = 0.35 \cdot 100\% = 35\%$$\n2. Tính số học sinh yêu thích 'Mùa hè':\n Số học sinh = Tổng số học sinh $$\times$$ Tỉ lệ (%) = $$200 \cdot 35\% = 200 \cdot 0.35 = 70$$ (học sinh).,vận dụng
LO-C6-04,Nêu một tình huống thực tế mà việc sử dụng biểu đồ hình quạt tròn là phù hợp nhất để biểu diễn dữ liệu. Giải thích tại sao.,tự luận,"Tình huống: Biểu diễn cơ cấu GDP (Tổng sản phẩm quốc nội) của một quốc gia theo các ngành kinh tế (Nông nghiệp, Công nghiệp, Dịch vụ).\nGiải thích: Biểu đồ hình quạt tròn là phù hợp nhất trong trường hợp này vì:\n- Nó cho thấy rõ ràng tỉ trọng đóng góp của mỗi ngành vào tổng thể nền kinh tế.\n- Người đọc có thể dễ dàng so sánh một cách trực quan xem ngành nào chiếm ưu thế, ngành nào chiếm tỉ trọng nhỏ.\n- Dữ liệu ở đây là các bộ phận cấu thành nên một tổng thể (100% GDP), đây chính là thế mạnh biểu diễn của biểu đồ hình quạt tròn.",vận dụng cao
LO-C6-05,Thế nào là tần số và tần số tương đối của một giá trị trong mẫu số liệu?,tự luận,- Tần số của một giá trị là số lần xuất hiện của giá trị đó trong mẫu số liệu.\n- Tần số tương đối của một giá trị là tỉ số (thường viết dưới dạng phần trăm) giữa tần số của giá trị đó và kích thước mẫu (tổng số các giá trị).,nhận biết
LO-C6-05,"Điều tra cỡ giày của 10 học sinh trong một lớp, ta có mẫu số liệu sau: 38, 39, 38, 40, 39, 37, 38, 39, 41, 39. Hãy lập bảng tần số cho mẫu số liệu trên.",tự luận,"Các giá trị khác nhau trong mẫu là: 37, 38, 39, 40, 41.\nĐếm số lần xuất hiện của mỗi giá trị:\n- 37: 1 lần\n- 38: 3 lần\n- 39: 4 lần\n- 40: 1 lần\n- 41: 1 lần\nBảng tần số:\n| Cỡ giày (Giá trị) | Tần số |\n|---|---|\n| 37 | 1 |\n| 38 | 3 |\n| 39 | 4 |\n| 40 | 1 |\n| 41 | 1 |\n| **Tổng** | **10** |",thông hiểu
LO-C6-05,"Dựa vào bảng tần số ở câu trên, hãy lập bảng tần số tương đối.",tự luận,Kích thước mẫu là N = 10.\nTính tần số tương đối (f): f = (Tần số / N) * 100%.\n- 37: (1/10) * 100% = 10%\n- 38: (3/10) * 100% = 30%\n- 39: (4/10) * 100% = 40%\n- 40: (1/10) * 100% = 10%\n- 41: (1/10) * 100% = 10%\nBảng tần số tương đối:\n| Cỡ giày (Giá trị) | Tần số | Tần số tương đối (%) |\n|---|---|---|\n| 37 | 1 | 10 |\n| 38 | 3 | 30 |\n| 39 | 4 | 40 |\n| 40 | 1 | 10 |\n| 41 | 1 | 10 |\n| **Tổng** | **10** | **100** |,vận dụng
LO-C6-05,"Điểm thi học kỳ môn Toán của 30 học sinh lớp 9A được ghi lại như sau:\n8, 7, 9, 6, 8, 10, 7, 8, 9, 5,\n7, 8, 8, 6, 9, 10, 8, 7, 9, 8,\n6, 7, 8, 9, 10, 8, 7, 8, 7, 9.\nLập bảng tần số và tần số tương đối. Từ đó cho biết điểm số nào chiếm tỉ lệ cao nhất.",tự luận,"Lập bảng tần số và tần số tương đối (N=30):\n| Điểm | Tần số (n) | Tần số tương đối (f%) |\n|---|---|---|\n| 5 | 1 | (1/30) * 100% ≈ 3.3% |\n| 6 | 3 | (3/30) * 100% = 10% |\n| 7 | 7 | (7/30) * 100% ≈ 23.3% |\n| 8 | 10 | (10/30) * 100% ≈ 33.3% |\n| 9 | 6 | (6/30) * 100% = 20% |\n| 10 | 3 | (3/30) * 100% = 10% |\n| **Tổng** | **30** | **100%** |\n\nNhìn vào bảng, ta thấy điểm 8 có tần số (10) và tần số tương đối (33.3%) cao nhất. Vậy, điểm 8 là điểm số chiếm tỉ lệ cao nhất.",vận dụng
LO-C6-05,Việc chuyển từ mẫu số liệu thô sang bảng tần số có ưu điểm gì trong việc phân tích dữ liệu?,tự luận,"Việc chuyển từ mẫu số liệu thô sang bảng tần số có nhiều ưu điểm:\n1. **Gọn gàng và có tổ chức:** Bảng tần số giúp sắp xếp dữ liệu một cách khoa học, dễ nhìn hơn so với một dãy số liệu dài và lộn xộn.\n2. **Dễ dàng nhận biết đặc điểm:** Giúp nhanh chóng xác định được các giá trị xuất hiện nhiều nhất (mốt), ít nhất, và sự phân bố của dữ liệu.\n3. **Cơ sở để tính toán:** Là bước nền tảng để tính các số đặc trưng khác như số trung bình, trung vị, và để vẽ các loại biểu đồ thống kê.",vận dụng cao
LO-C6-06,Khi nào chúng ta cần sử dụng mẫu số liệu ghép nhóm thay vì mẫu số liệu rời rạc?,tự luận,"Chúng ta cần sử dụng mẫu số liệu ghép nhóm khi:\n- Mẫu số liệu có quá nhiều giá trị khác nhau, việc lập bảng tần số cho từng giá trị sẽ rất cồng kềnh và không hiệu quả.\n- Dữ liệu là dữ liệu liên tục (ví dụ: chiều cao, cân nặng, thời gian), có thể nhận vô số giá trị trong một khoảng.",nhận biết
LO-C6-06,"Cho mẫu số liệu về chiều cao (cm) của 20 học sinh: 155, 162, 158, 170, 165, 159, 163, 168, 156, 160, 166, 172, 161, 157, 164, 169, 162, 158, 167, 163. Hãy chia mẫu số liệu này thành 4 nhóm có độ dài bằng nhau.",tự luận,"1. Tìm giá trị nhỏ nhất và lớn nhất: Min = 155, Max = 172.\n2. Tìm khoảng biến thiên: R = Max - Min = 172 - 155 = 17.\n3. Tính độ dài mỗi nhóm: Độ dài nhóm (l) = R / số nhóm = 17 / 4 = 4.25. Ta có thể làm tròn lên thành 5 để dễ chia.\n4. Xây dựng các nhóm:\n- Nhóm 1: [155; 160)\n- Nhóm 2: [160; 165)\n- Nhóm 3: [165; 170)\n- Nhóm 4: [170; 175)",thông hiểu
LO-C6-06,"Dựa vào mẫu số liệu và các nhóm đã chia ở câu trên, hãy lập bảng tần số ghép nhóm.",tự luận,"Ta đếm số giá trị thuộc mỗi nhóm:\n- Nhóm 1 [155; 160): 155, 158, 159, 156, 157, 158. Tần số = 6.\n- Nhóm 2 [160; 165): 162, 163, 160, 161, 164, 162, 163. Tần số = 7.\n- Nhóm 3 [165; 170): 165, 168, 166, 169, 167. Tần số = 5.\n- Nhóm 4 [170; 175): 170, 172. Tần số = 2.\nBảng tần số ghép nhóm:\n| Chiều cao (cm) | Tần số |\n|---|---|\n| [155; 160) | 6 |\n| [160; 165) | 7 |\n| [165; 170) | 5 |\n| [170; 175) | 2 |\n| **Tổng** | **20** |",vận dụng
LO-C6-06,Bảng tần số ghép nhóm sau đây cho biết thời gian (phút) hoàn thành một bài kiểm tra của 40 học sinh:\n| Thời gian (phút) | Tần số |\n|---|---|\n| [30; 35) | 5 |\n| [35; 40) | 15 |\n| [40; 45) | 12 |\n| [45; 50) | 8 |\n\na) Nhóm nào có tần số lớn nhất?\nb) Có bao nhiêu học sinh hoàn thành bài kiểm tra trong ít hơn 40 phút?,tự luận,"a) Nhìn vào cột Tần số, ta thấy giá trị lớn nhất là 15, tương ứng với nhóm [35; 40). Vậy, nhóm có tần số lớn nhất là nhóm học sinh hoàn thành bài kiểm tra từ 35 phút đến dưới 40 phút.\nb) Số học sinh hoàn thành bài kiểm tra trong ít hơn 40 phút là tổng tần số của các nhóm [30; 35) và [35; 40):\n$$5 + 15 = 20$$ (học sinh).",vận dụng
